1.0861,-36.277+104.72j
1.0854,-41.071+104.72j
1.0847,-28.086+104.72j
1.084,-54.395+104.72j
1.0833,-99.096+104.72j
1.0826,-66.475+104.72j
1.0818,-99.096+104.72j
1.0811,-62.572+104.72j
1.0804,-52.5+104.72j
1.0797,-56.026+104.72j
1.079,-54.858+104.72j
1.0783,-98.398+104.72j
1.0776,-79.977+104.72j
1.0769,-99.298+104.72j
1.0762,-57.88+104.72j
1.0755,-62.512+104.72j
1.0748,-65.04+104.72j
1.0741,-67.369+104.72j
1.0734,-78.379+104.72j
1.0727,-83.279+104.72j
1.0719,-95.168+104.72j
1.0712,-70.653+104.72j
1.0706,-74.162+104.72j
1.0699,-93.477+104.72j
1.0692,-84.315+104.72j
1.0685,-84.451+104.72j
1.0678,-79.335+104.72j
1.0671,-121.87+104.72j
1.0664,-90.856+104.72j
1.0657,-105.49+104.72j
1.065,-91.61+104.72j
1.0643,-101.46+104.72j
1.0636,-81.056+104.72j
1.0629,-93.981+104.72j
1.0622,-83.409+104.72j
1.0615,-86.389+104.72j
1.0609,-144.09+104.72j
1.0602,-112.09+104.72j
1.0595,-143.85+104.72j
1.0588,-78.749+104.72j
1.0581,-91.56+104.72j
1.0574,-162.78
1.0568,-226.22
1.0561,-105+104.72j
1.0554,-101.06+104.72j
1.0547,-126.16+104.72j
1.054,-168.1
1.0534,-128.64+104.72j
1.0527,-115.51+104.72j
1.052,-137.37
1.0513,-185.41+104.72j
1.0507,-183.81+104.72j
1.05,-159.11+104.72j
1.0493,-97.023+104.72j
1.0487,-127.08+104.72j
1.048,-155.42
1.0473,-161.93+104.72j
1.0466,-191.15+104.72j
1.046,-137.29
1.0453,-166.7+104.72j
1.0446,-140.26
1.044,-169.31+104.72j
1.0433,-185.98
1.0427,-137.66
1.042,-121.17
1.0413,-130.21
1.0407,-150.06
1.04,-125.23
1.0393,-121.58
1.0387,-153.42
1.038,-107.63
1.0374,-124.83
1.0367,-108.83
1.0361,-99.823
1.0354,-111.01
1.0348,-97.445
1.0341,-96.39
1.0335,-97.678
1.0328,-93.55
1.0322,-89.208
1.0315,-90.42
1.0309,-87.741
1.0302,-90.492
1.0296,-86.503
1.0289,-88.401
1.0283,-86.294
1.0276,-81.094
1.027,-80.825
1.0263,-78.194
1.0257,-76.12
