1.1366,27.616+104.72j
1.1358,-15.963+104.72j
1.135,-6.1851+104.72j
1.1342,-78.273+104.72j
1.1334,-15.963+104.72j
1.1326,-54.537+104.72j
1.1319,-22.286+104.72j
1.1311,-52.963+104.72j
1.1303,-22.366+104.72j
1.1295,-71.636+104.72j
1.1287,-98.613+104.72j
1.128,-33.453+104.72j
1.1272,-91.029+104.72j
1.1264,-139.07
1.1256,-16.591+104.72j
1.1249,-77.235+104.72j
1.1241,-96.911+104.72j
1.1233,-92.7+104.72j
1.1226,-80.641+104.72j
1.1218,-153.31
1.121,-49.948+104.72j
1.1203,-69.987+104.72j
1.1195,-137.46+104.72j
1.1187,-91.416+104.72j
1.118,-64.758+104.72j
1.1172,-87.661+104.72j
1.1165,-112.49+104.72j
1.1157,-88.349+104.72j
1.1149,-109.99+104.72j
1.1142,-132.34+104.72j
1.1134,-97.025+104.72j
1.1127,-114.71+104.72j
1.1119,-94.695+104.72j
1.1112,-127.95+104.72j
1.1104,-95.286+104.72j
1.1097,-107.75+104.72j
1.1089,-101.6+104.72j
1.1082,-116.98+104.72j
1.1074,-133.27+104.72j
1.1067,-126.87+104.72j
1.1059,-193.66
1.1052,-168.41+104.72j
1.1044,-151.9+104.72j
1.1037,-197.65
1.1029,-154.19+104.72j
1.1022,-173.75+104.72j
1.1015,-119.47+104.72j
1.1007,-124.65
1.1,-145.3
1.0992,-138.8
1.0985,-117.2
1.0978,-135.69
1.097,-177.91
1.0963,-154.86+104.72j
1.0956,-230.41+104.72j
1.0948,-231.22+104.72j
1.0941,-136.15
1.0934,-133.44
1.0927,-144.74
1.0919,-140.35
1.0912,-189.05
1.0905,-118.25
1.0898,-107.75
1.089,-117.23
1.0883,-121.7
1.0876,-111.64
1.0869,-124.21
1.0861,-106.88
1.0854,-115.66
1.0847,-117.84
1.084,-120.79
1.0833,-106.59
1.0826,-106.2
1.0818,-108.01
1.0811,-108.53
1.0804,-101.55
1.0797,-107.31
1.079,-104.71
1.0783,-103.46
1.0776,-100.36
1.0769,-101.21
1.0762,-96.108
1.0755,-100.58
1.0748,-96.43
1.0741,-94.429
1.0734,-94.274
1.0727,-93.641
1.0719,-91.615
1.0712,-89.479
1.0706,-88.497
1.0699,-87.528
1.0692,-85.363
1.0685,-84.674
1.0678,-84.352
1.0671,-82.506
1.0664,-80.9
1.0657,-79.921
1.065,-78.418
1.0643,-77.152
1.0636,-76.496
1.0629,-74.989
1.0622,-73.8
1.0615,-73
1.0609,-71.318
1.0602,-70.369
1.0595,-69.202
1.0588,-68.275
1.0581,-67.074
1.0574,-66.045
1.0568,-65.394
1.0561,-63.446
1.0554,-62.76
1.0547,-62.297
1.054,-61.542
1.0534,-60.357
1.0527,-59.381
1.052,-58.483
1.0513,-57.724
1.0507,-57.044
1.05,-56.253
1.0493,-55.368
1.0487,-54.697
1.048,-53.837
1.0473,-53.327
1.0466,-52.594
1.046,-51.949
1.0453,-50.989
1.0446,-50.621
1.044,-49.945
1.0433,-49.394
1.0427,-48.67
1.042,-48.136
1.0413,-47.664
1.0407,-46.968
1.04,-46.339
1.0393,-46.241
1.0387,-45.584
1.038,-45.366
1.0374,-44.51
1.0367,-44.22
1.0361,-43.957
1.0354,-43.414
1.0348,-43.35
1.0341,-42.879
1.0335,-42.458
1.0328,-42.111
1.0322,-41.934
1.0315,-41.597
1.0309,-41.211
1.0302,-41.118
1.0296,-40.532
1.0289,-40.745
1.0283,-40.561
1.0276,-40.274
1.027,-39.793
1.0263,-39.863
1.0257,-39.73
1.0251,-39.561
1.0244,-39.457
1.0238,-39.429
1.0231,-39.4
1.0225,-39.319
1.0219,-39.28
1.0212,-39.259
1.0206,-39.008
1.02,-38.925
1.0193,-39.057
1.0187,-39.034
1.0181,-39.23
1.0174,-39.069
1.0168,-39.076
1.0162,-39.295
1.0155,-39.313
1.0149,-39.59
1.0143,-39.439
1.0137,-39.683
1.013,-39.755
1.0124,-39.92
1.0118,-40.033
1.0112,-40.175
1.0105,-40.284
1.0099,-40.515
1.0093,-40.572
1.0087,-40.715
1.0081,-40.98
1.0074,-41.035
1.0068,-41.057
1.0062,-41.373
1.0056,-41.366
1.005,-41.638
1.0043,-41.862
1.0037,-42.031
1.0031,-41.914
1.0025,-42.285
1.0019,-42.252
1.0013,-42.461
1.0007,-42.443
1.0001,-42.72
1.0001,-42.495
0.99945,-42.499
0.99885,-42.505
0.99824,-42.371
0.99763,-42.68
0.99702,-42.638
0.99642,-42.512
0.99581,-42.333
0.99521,-42.252
0.99461,-42.065
0.994,-41.93
0.9934,-41.598
0.9928,-41.487
0.9922,-41.096
0.9916,-40.776
0.991,-40.535
0.9904,-40.019
0.98981,-39.684
0.98921,-39.216
0.98861,-38.643
0.98802,-38.29
0.98742,-37.575
0.98683,-37.02
0.98624,-36.381
0.98564,-35.782
0.98505,-35.052
0.98446,-34.411
0.98387,-33.454
0.98328,-32.92
0.98269,-32.097
0.9821,-31.311
0.98151,-30.432
0.98093,-29.811
0.98034,-28.79
0.97976,-28.121
0.97917,-27.17
0.97859,-26.471
0.978,-25.515
0.97742,-24.645
0.97684,-23.792
0.97626,-22.945
0.97568,-22.02
0.9751,-21.254
0.97452,-20.409
0.97394,-19.628
0.97336,-18.812
0.97278,-18.063
0.97221,-17.257
0.97163,-16.533
0.97106,-15.74
0.97048,-15.153
0.96991,-14.469
0.96933,-13.815
0.96876,-13.032
0.96819,-12.55
0.96762,-12.005
0.96705,-11.486
0.96648,-10.747
0.96591,-10.414
0.96534,-9.7789
0.96477,-9.4521
0.96421,-8.896
0.96364,-8.6509
0.96307,-8.1168
0.96251,-7.6146
0.96195,-7.2712
0.96138,-7.1134
0.96082,-6.5458
0.96026,-6.2762
0.95969,-5.8067
0.95913,-5.8325
0.95857,-5.4686
0.95801,-5.3319
0.95745,-4.726
0.95689,-4.7801
0.95634,-4.6708
0.95578,-4.3243
0.95522,-4.062
0.95467,-3.8914
0.95411,-3.5713
0.95356,-3.6608
0.953,-3.1528
0.95245,-3.242
0.9519,-2.8809
0.95135,-2.8701
0.95079,-2.7738
0.95024,-3.3025
0.94969,-2.6777
0.94914,-2.4467
0.94859,-2.4144
0.94805,-2.5106
0.9475,-2.5078
0.94695,-2.2936
0.94641,-2.272
0.94586,-1.8414
0.94531,-1.7985
0.94477,-2.1786
0.94423,-1.708
0.94368,-1.5905
0.94314,-1.3213
0.9426,-1.8054
0.94206,-1.5122
0.94152,-2.3762
0.94098,-0.867
0.94044,-1.1525
0.9399,-1.4034
0.93936,-1.7214
0.93882,-0.89866
0.93829,-2.5129
0.93775,-0.38183
0.93721,-1.7012
0.93668,-1.1821
0.93614,-1.7185
0.93561,-0.67962
0.93508,-0.46185
0.93454,-2.5736
0.93401,-1.3305
0.93348,-1.1899
0.93295,-0.99226
0.93242,-1.0012
0.93189,-0.72917
0.93136,-0.58999
0.93083,-1.1233
0.9303,0.39502
0.92978,-0.86365
0.92925,-0.49384
0.92872,-1.0588
0.9282,-0.32
0.92767,-0.33576
0.92715,-2.0278
0.92663,-0.58217
0.9261,-1.367
0.92558,-2.9903
0.92506,-2.5528
0.92454,-1.6395
0.92402,0.36671
0.9235,0.66515
0.92298,0.92703
0.92246,-3.1979
0.92194,-1.7169
0.92142,-2.192
0.9209,-1.5161
0.92039,-1.8896
0.91987,-0.9159
0.91935,-1.27
0.91884,-1.0107
0.91833,0.55464
0.91781,-2.7007
0.9173,-0.27928
0.91679,-0.73263
0.91627,0.16064
0.91576,-0.7426
0.91525,-2.7461
0.91474,1.1511
0.91423,3.4548
0.91372,0.17969
0.91321,0.72205
0.91271,-1.6918
0.9122,-4.3475
0.91169,-2.9766
0.91118,2.8286
0.91068,2.2453
0.91017,-0.44234
0.90967,-1.103
0.90916,-5.1573
0.90866,2.2453
0.90816,-5.2837
0.90766,4.4815
0.90715,-1.4187
0.90665,0.53982
0.90615,9.2828
0.90565,7.128
0.90515,-4.0769
0.90465,2.1043
0.90415,1.2302
0.90366,1.7337
0.90316,5.388
0.90266,-3.5248
0.90216,-5.002
0.90167,1.898
0.90117,-3.146
0.90068,-9.7049
0.90018,15.151
0.89969,-6.2488
0.8992,-8.1945
0.8987,2.0711
0.89821,-1.1816
0.89772,-1.2513
0.89723,-1.0631
0.89674,-7.3967
0.89625,0.69447
0.89576,-4.6438
0.89527,-1.5204
0.89478,7.5293
0.89429,8.8921
0.89381,-4.0591
0.89332,-4.4104
0.89283,15.667
0.89235,14.12
0.89186,6.6349
0.89138,-14.07
0.8909,7.6672
0.89041,8.074
0.88993,-1.6378
0.88945,55.047
0.88896,2.7226
0.88848,1.0583
0.888,-27.399
0.88752,-23.105
0.88704,6.557
0.88656,17.602
0.88608,-5.7837
0.8856,-5.7837
0.88513,-19.301
0.88465,8.3771
0.88417,-25.526
0.8837,6.557
0.88322,-29.898
0.88275,-73.241+104.72j
0.88227,24.275
0.8818,24.815+104.72j
0.88132,-8.4964
0.88085,-39.002
0.88038,59.725
0.8799,-48.51+104.72j
0.87943,-23.105
0.87896,49.603
0.87849,23.565
0.87802,-3.5657
0.87755,8.3771
0.87708,-6.4719
0.87661,3.512
0.87614,-5.3756
0.87568,-73.241+104.72j
0.87521,-73.241+104.72j
0.87474,59.725
0.87428,-4.2872
0.87381,41.071+104.72j
0.87335,9.5894+104.72j
0.87288,-54.587
0.87242,-23.105
0.87195,15.667
0.87149,-54.587
0.87103,24.815+104.72j
0.87056,-23.105
0.8701,-23.105
0.86964,-19.301
0.86918,-85.498
0.86872,5.2543
0.86826,-61.877
0.8678,-67.163
0.86734,59.725
0.86688,-63.475
0.86643,3.512
0.86597,-7.8796
