1.0413,-103.58
1.0407,-93.469
1.04,-94.342
1.0393,-98.341
1.0387,-98.862
1.038,-97.681
1.0374,-92.541
1.0367,-96.391
1.0361,-98.078
1.0354,-90.072
1.0348,-94.477
1.0341,-91.285
1.0335,-90.43
1.0328,-93.946
1.0322,-90.388
1.0315,-89.361
1.0309,-87.137
1.0302,-84.925
1.0296,-87.093
1.0289,-86.395
1.0283,-84.886
1.0276,-84.018
1.027,-82.82
1.0263,-82.496
1.0257,-80.899
1.0251,-80.463
1.0244,-80.758
1.0238,-79.265
1.0231,-80.213
1.0225,-76.302
1.0219,-77.222
1.0212,-76.104
1.0206,-74.814
1.02,-74.435
1.0193,-73.592
1.0187,-72.633
1.0181,-72.107
1.0174,-71.528
1.0168,-70.729
1.0162,-70.466
1.0155,-68.29
1.0149,-68.213
1.0143,-66.671
1.0137,-67.099
1.013,-66.579
1.0124,-66.003
1.0118,-64.514
1.0112,-64.44
1.0105,-63.403
1.0099,-62.837
1.0093,-61.389
1.0087,-61.783
1.0081,-60.705
1.0074,-61.278
1.0068,-59.433
1.0062,-59.011
1.0056,-58.518
1.005,-57.925
1.0043,-56.968
1.0037,-56.438
1.0031,-55.903
1.0025,-55.296
1.0019,-55.093
1.0013,-54.3
1.0007,-53.959
1.0001,-53.46
0.99945,-52.736
0.99885,-52.335
0.99824,-52.041
0.99763,-51.504
0.99702,-51.209
0.99642,-50.815
0.99581,-50.288
0.99521,-49.904
0.99461,-49.462
0.994,-49.143
0.9934,-48.652
0.9928,-48.197
0.9922,-48.067
0.9916,-47.703
0.991,-47.516
0.9904,-47.062
0.98981,-46.728
0.98921,-46.414
0.98861,-46.195
0.98802,-46.033
0.98742,-45.656
0.98683,-45.587
0.98624,-45.712
0.98564,-45.152
0.98505,-44.886
0.98446,-44.846
0.98387,-44.666
0.98328,-44.422
0.98269,-44.228
0.9821,-44.439
0.98151,-44.088
0.98093,-44.071
0.98034,-43.893
0.97976,-43.721
0.97917,-43.837
0.97859,-43.671
0.978,-43.742
0.97742,-43.816
0.97684,-43.56
0.97626,-43.737
0.97568,-43.629
0.9751,-43.646
0.97452,-43.7
0.97394,-43.812
0.97336,-43.608
0.97278,-43.726
0.97221,-43.747
0.97163,-43.865
0.97106,-43.883
0.97048,-44.201
0.96991,-44.061
0.96933,-44.265
0.96876,-44.351
0.96819,-44.439
0.96762,-44.526
0.96705,-44.537
0.96648,-44.718
0.96591,-44.859
0.96534,-44.855
0.96477,-44.947
0.96421,-44.992
0.96364,-45.108
0.96307,-45.22
0.96251,-45.385
0.96195,-45.183
0.96138,-45.422
0.96082,-45.5
0.96026,-45.475
0.95969,-45.307
0.95913,-45.491
0.95857,-45.434
0.95801,-45.296
0.95745,-45.313
0.95689,-45.228
0.95634,-44.93
0.95578,-44.909
0.95522,-44.681
0.95467,-44.569
0.95411,-44.189
0.95356,-44.12
0.953,-43.697
0.95245,-43.382
0.9519,-43.084
0.95135,-42.947
0.95079,-42.389
0.95024,-42.151
0.94969,-41.45
0.94914,-41.228
0.94859,-40.641
0.94805,-40.212
0.9475,-39.558
0.94695,-39.168
0.94641,-38.461
0.94586,-38.036
0.94531,-37.465
0.94477,-36.894
0.94423,-36.123
0.94368,-35.659
0.94314,-34.939
0.9426,-34.408
0.94206,-33.741
0.94152,-33.233
0.94098,-32.373
0.94044,-31.938
0.9399,-31.245
0.93936,-30.67
0.93882,-29.932
0.93829,-29.405
0.93775,-28.672
0.93721,-28.211
0.93668,-27.44
0.93614,-26.891
0.93561,-26.304
0.93508,-25.772
0.93454,-25.096
0.93401,-24.611
0.93348,-23.926
0.93295,-23.449
0.93242,-22.874
0.93189,-22.434
0.93136,-21.712
0.93083,-21.246
0.9303,-20.649
0.92978,-20.345
0.92925,-19.657
0.92872,-19.175
0.9282,-18.783
0.92767,-18.29
0.92715,-17.768
0.92663,-16.543
0.9261,-16.231
0.92558,-15.785
0.92506,-15.443
0.92454,-15.048
0.92402,-14.607
0.9235,-14.148
0.92298,-13.764
0.92246,-13.472
0.92194,-13.1
0.92142,-12.817
0.9209,-12.384
0.92039,-12.146
0.91987,-11.686
0.91935,-11.381
0.91884,-11.132
0.91833,-10.758
0.91781,-10.385
0.9173,-10.169
0.91679,-9.8297
0.91627,-9.7225
0.91576,-9.2817
0.91525,-9.1104
0.91474,-8.6385
0.91423,-8.5445
0.91372,-8.3249
0.91321,-7.9455
0.91271,-7.6288
0.9122,-7.8256
0.91169,-7.5491
0.91118,-6.9074
0.91068,-6.9073
0.91017,-6.9891
0.90967,-6.7358
0.90916,-6.2821
0.90866,-6.0211
0.90816,-6.1366
0.90766,-6.1244
0.90715,-5.6089
0.90665,-5.604
0.90615,-5.6642
0.90565,-5.3853
0.90515,-5.399
0.90465,-5.0633
0.90415,-4.7132
0.90366,-4.688
0.90316,-4.4736
0.90266,-4.2746
0.90216,-4.0307
0.90167,-4.0109
0.90117,-4.0797
0.90068,-3.6132
0.90018,-3.4065
0.89969,-3.6467
0.8992,-3.1988
0.8987,-3.4205
0.89821,-3.4597
0.89772,-3.1685
0.89723,-3.1754
0.89674,-2.9756
0.89625,-2.9531
0.89576,-2.4315
0.89527,-2.9115
0.89478,-3.02
0.89429,-2.8088
0.89381,-2.6953
0.89332,-2.4573
0.89283,-2.35
0.89235,-2.2098
0.89186,-2.6339
0.89138,-2.2594
0.8909,-2.1852
0.89041,-2.5447
0.88993,-2.7336
0.88945,-2.4449
0.88896,-2.2735
0.88848,-2.0423
0.888,-1.791
0.88752,-1.7682
0.88704,-1.8329
0.88656,-2.2601
0.88608,-1.9808
0.8856,-2.3868
0.88513,-1.3773
0.88465,-1.8193
0.88417,-2.6989
0.8837,-1.3715
0.88322,-1.8307
0.88275,-1.7163
0.88227,-1.3501
0.8818,-1.8962
0.88132,-2.6024
0.88085,-0.83986
0.88038,-0.6879
0.8799,-0.78435
0.87943,-1.2429
0.87896,-2.0879
0.87849,-1.7831
0.87802,-1.1869
0.87755,-1.2638
0.87708,-2.1938
0.87661,-1.8568
0.87614,-2.1705
0.87568,-1.5355
0.87521,-2.2141
0.87474,-1.7785
0.87428,-2.1635
0.87381,-1.1097
0.87335,-1.4291
0.87288,-0.84921
0.87242,-0.89442
0.87195,-2.5834
0.87149,-0.91659
0.87103,-2.1323
0.87056,-1.3192
0.8701,-1.7421
0.86964,-1.9514
0.86918,-2.2039
0.86872,-0.66515
0.86826,-1.0644
0.8678,-2.1033
0.86734,-3.5345
0.86688,-3.048
0.86643,-4.9802
0.86597,-1.6056
0.86551,-3.3424
0.86506,-2.1849
0.8646,-2.5087
0.86414,-0.62768
0.86369,-1.3829
0.86323,-2.6016
0.86278,-1.1551
0.86233,-1.404
0.86187,-3.7767
0.86142,-0.15256
0.86097,-0.74313
0.86052,-2.5404
0.86007,-1.0679
0.85962,-3.5774
0.85917,-0.47841
0.85872,-1.8549
0.85827,-0.16807
0.85782,-2.9635
0.85737,-0.59432
0.85692,-0.9306
0.85647,-4.4984
0.85603,-3.0077
0.85558,-1.6091
0.85513,-2.4754
0.85469,-2.4754
0.85424,-2.8657
0.8538,-2.689
0.85336,0.19759
0.85291,-4.0489
0.85247,0.22386
0.85203,-4.384
0.85158,-2.3617
0.85114,-2.4776
0.8507,-1.8276
0.85026,-3.0483
0.84982,-1.4841
0.84938,0.24969
0.84894,0.27211
0.8485,-3.629
0.84806,-4.1502
0.84762,-3.8198
0.84719,4.4149
0.84675,-1.7256
0.84631,-2.2876
0.84588,-1.6581
0.84544,-1.0165
0.845,2.4946
0.84457,2.3423
0.84413,-3.2138
0.8437,-6.6181
0.84327,-3.3563
0.84283,2.7978
0.8424,-4.9473
0.84197,0.42463
0.84154,-0.4525
0.8411,-1.3319
0.84067,-6.4026
0.84024,1.6067
0.83981,-2.8129
0.83938,-3.3148
0.83895,2.5838
0.83852,-4.1257
0.8381,-6.8032
0.83767,2.4302
0.83724,1.5552
0.83681,-6.465
0.83639,-2.8129
0.83596,0.51047
0.83553,9.142
0.83511,-4.9998
0.83468,-2.377
0.83426,-3.8293
0.83384,2.4034
0.83341,2.6681
0.83299,-5.4629
0.83257,-3.512
0.83214,-9.49
0.83172,13.232
0.8313,-3.2877
0.83088,-2.492
0.83046,3.7776
0.83004,-1.0001
0.82962,-3.7692
0.8292,-1.1977
0.82878,6.3525
0.82836,-2.2721
0.82794,-11.167
0.82753,19.136
0.82711,0.90832
0.82669,-1.9808
0.82628,-4.2098
0.82586,-6.9907
0.82544,-22.063
0.82503,-1.6263
0.82461,-9.3008
0.8242,11.344
0.82379,-8.089
0.82337,20.791
0.82296,12.692
0.82255,-52.975
0.82213,-11.61
0.82172,26.651
0.82131,-4.8311
0.8209,1.973
0.82049,-49.603
0.82008,-5.3322
0.81967,-65.336
0.81926,-12.346
0.81885,-32.513
0.81844,-37.268+104.72j
0.81803,16.354
0.81763,-28.243
0.81722,-4.4163
0.81681,-25.713
0.81641,-65.336
0.816,-21.575
0.81559,-6.7289
0.81519,61.877
0.81478,47.737+104.72j
0.81438,86.508+104.72j
0.81398,-59.259+104.72j
0.81357,-19.769
